state,year,pop,pct_male,pct_white,pct_black,pct_hispanic,pct_other,avg_age,avg_age_adult,pct_00_17,pct_18_34,pct_35_64,pct_65_00
Washington,1999,3682564,0.49358626218037216,0.7087116476454992,0.05730002248433429,0.11428939184763659,0.11969893802252995,36.48932442178873,47.037797468202804,0.2745646783056588,0.22717649985173374,0.3496246093754243,0.1486342124671832
West Virginia,1999,1811799,0.4856995726347128,0.9549078015828467,0.032851878160877666,0.005700963517476276,0.006539356738799392,38.81337416567732,47.43285082414296,0.22580738812638707,0.2223118568892024,0.3991055299180538,0.15277522506635668
Wisconsin,1999,4452666,0.49658811148197507,0.8754885275473165,0.053414291572734175,0.040163353819936194,0.030933827060013033,37.13530837480287,46.83130128083354,0.2559060571801253,0.22120787860576113,0.381129866915686,0.1417561972984275
Wyoming,1999,491780,0.5027898653869617,0.9026048232949693,0.00788563992028956,0.06170645410549433,0.02780308267924682,35.98768758387897,45.56762642731139,0.26526861604782626,0.22209361909797062,0.39706982797185736,0.11556793688234576
Alabama,2000,4451849,0.4827369481759152,0.7033982958541496,0.2592536269761171,0.017184769743987274,0.02016330742574602,36.2653807440459,45.57076146339852,0.2521062596687354,0.23414091538145163,0.3832320009056911,0.13052082404412188
Alaska,2000,627499,0.5171243300786137,0.6791341500145817,0.03396180711044958,0.04152516577715662,0.24537887709781211,31.8573049518804,41.8974717976523,0.3034108420889914,0.23384419736127068,0.40521020750630676,0.05753475304343114
Arizona,2000,5166697,0.499285907418221,0.6399459848332504,0.029618148693449607,0.25410508880238186,0.07633077767091818,35.33433990806893,45.109646454760764,0.26630069462172834,0.24469656339436974,0.358968215089834,0.13003452689406791
Arkansas,2000,2678288,0.48812525015980357,0.7860905921991959,0.15623077129868035,0.03273845083127729,0.02494018567084645,36.624441434229624,46.14566062027036,0.2540854456279534,0.22963027127777147,0.3764785564509866,0.13980572664328855
California,2000,33994571,0.4984315583803073,0.4722009287894823,0.0651260461560171,0.325194161150026,0.13747886390447464,34.1373908498507,43.76190985449259,0.2727326960531433,0.2536615626065703,0.367422315757419,0.10618342558286734
Colorado,2000,4328070,0.5036799312395595,0.746494395885464,0.037359377274397136,0.1722566871607899,0.04388953967934899,34.5032901501131,43.41628070214653,0.2557534882753745,0.25402569736626257,0.3935631817415153,0.09665763261684769
Connecticut,2000,3411726,0.48439206430997095,0.7787591969577862,0.08915340798176641,0.09476816133534756,0.03731923372509985,37.175289867943675,46.56116113872262,0.24683840378740848,0.21204340559587728,0.40315019435910154,0.13796799625761272
Delaware,2000,786411,0.48572820064826155,0.7260796199442785,0.1909281533447523,0.04792150669306507,0.03507072001790412,36.292495908627934,45.426030630636724,0.2479326967705182,0.23468135618652333,0.3874513454160738,0.12993460162688467
District of Columbia,2000,571744,0.470971273856831,0.28129197682879054,0.5984793893770639,0.07910533385571164,0.041123299938433985,36.364197962724575,43.423555536108864,0.20053380533945261,0.30457512453125873,0.3728679269043488,0.12202314322493983
Florida,2000,16047118,0.4880196556166659,0.6561837458913183,0.14539289858777132,0.16914694588772888,0.029276409633181486,39.03574305367481,47.99641243119105,0.22788098149462102,0.21341520639407027,0.38340629139762045,0.1752975207136883
Georgia,2000,8230161,0.4919726357722528,0.6276495684592318,0.2862180946399469,0.05356711733828779,0.032565219562533464,34.006877629732884,43.19402892587589,0.2646954294089751,0.26062442763877885,0.37884277111954434,0.09583737183270169
Hawaii,2000,1211566,0.5027930793700054,0.23189244333366898,0.01750709412446371,0.07269847453626134,0.677901988005606,36.59952656314225,45.59994459610231,0.2432083765969002,0.23621082136672703,0.3874489710011671,0.13313183103520568
Idaho,2000,1299551,0.5013570071509313,0.8828295311226724,0.003863642134860425,0.07919427556132849,0.03411255118113871,34.31308659683229,44.50757892856643,0.28486608066940045,0.23800835827143374,0.3643781583023675,0.11274740275679832
