state,year,inc_per_cap_act
Utah,2001,37469.24259438763
Utah,2002,37407.92254977087
Utah,2003,37014.97237074011
Utah,2004,37765.43031838767
Utah,2005,39178.24744729135
Utah,2006,40656.16135642027
Utah,2007,42044.20594579985
Utah,2008,41256.94150267205
Utah,2009,38899.71269894202
Utah,2010,39149.604304845845
Utah,2011,40939.54073661435
Utah,2012,42000.977747844365
Utah,2013,41978.6380585858
Utah,2014,43355.120044020485
Utah,2015,46133.81138357597
Utah,2016,47214.95729432645
Utah,2017,48017.15393585382
Utah,2018,50045.09995892709
Utah,2019,51333.57156027588
Vermont,1980,29904.03171571417
Vermont,1981,29854.494496797164
Vermont,1982,29731.768967824377
Vermont,1983,30534.340415973864
Vermont,1984,31990.04140588103
Vermont,1985,33278.572042057785
Vermont,1986,34171.085700486394
Vermont,1987,36153.17441492218
Vermont,1988,37272.57464112448
Vermont,1989,38849.498994045534
Vermont,1990,37866.761229713295
Vermont,1991,36298.85966530303
Vermont,1992,37579.4530751965
Vermont,1993,37489.98082503389
Vermont,1994,37967.005073738226
Vermont,1995,38504.54928287334
Vermont,1996,39167.55214120909
Vermont,1997,39866.61817944663
Vermont,1998,41952.998233467595
Vermont,1999,43588.71299479231
Vermont,2000,45507.13142314975
Vermont,2001,46364.48796725588
Vermont,2002,46589.30963774821
Vermont,2003,47001.10552397378
Vermont,2004,48624.95781634198
Vermont,2005,48522.99853341586
Vermont,2006,49521.73853213944
Vermont,2007,51017.60759646415
Vermont,2008,51303.39298541073
Vermont,2009,50567.326071366006
Vermont,2010,50458.56399966943
Vermont,2011,52416.79097747034
Vermont,2012,52709.54805877616
Vermont,2013,52507.66559242598
Vermont,2014,53796.96907303743
Vermont,2015,55716.734066629084
Vermont,2016,56178.58863312247
Vermont,2017,56190.35446870448
Vermont,2018,56990.38226317544
Vermont,2019,57998.62817303541
Virginia,1980,36016.58108281435
Virginia,1981,39930.529596354114
Virginia,1982,40297.96905388755
Virginia,1983,41276.497363063725
Virginia,1984,43350.57592500622
Virginia,1985,44610.63677218252
Virginia,1986,45410.536031516356
Virginia,1987,47275.03151320484
Virginia,1988,48724.15814123504
Virginia,1989,50607.409447742284
Virginia,1990,48246.92174030248
Virginia,1991,46891.74077602599
Virginia,1992,47637.200789812436
Virginia,1993,47775.83858057312
Virginia,1994,48305.10558071083
Virginia,1995,48641.648878097054
Virginia,1996,49113.28341142799
Virginia,1997,50068.71955365254
Virginia,1998,51983.24600758772
Virginia,1999,53834.52946637965
Virginia,2000,51143.298478415636
Virginia,2001,51250.07563969418
Virginia,2002,51365.13943589444
Virginia,2003,52358.61746701366
Virginia,2004,54292.38365407393
Virginia,2005,55735.57781661774
Virginia,2006,56655.48435875251
Virginia,2007,57857.72267756621
Virginia,2008,56982.424998712784
Virginia,2009,55430.60711363316
Virginia,2010,55390.92709090259
Virginia,2011,57189.36860049881
Virginia,2012,57627.5608916603
Virginia,2013,55841.478937161715
Virginia,2014,57126.30763680285
Virginia,2015,59492.37313723702
Virginia,2016,59935.85169908159
Virginia,2017,60465.60978195988
Virginia,2018,61709.02068553381
Virginia,2019,62575.76041493106
Washington,1980,37990.15744002181
Washington,1981,36842.743197555516
Washington,1982,35816.70445982494
Washington,1983,36657.10928897823
Washington,1984,37275.73773432599
Washington,1985,37790.39935675233
Washington,1986,39232.47065466509
Washington,1987,41170.4510895658
Washington,1988,42017.07587655168
Washington,1989,43400.45636144533
Washington,1990,66790.50205153499
Washington,1991,66999.70391408255
Washington,1992,68009.07621249667
Washington,1993,67221.64958063443
Washington,1994,67033.216202864
Washington,1995,67607.59559690802
Washington,1996,69358.64934884736
Washington,1997,71467.67099458275
Washington,1998,76518.60276311332
Washington,1999,79431.36780389576
Washington,2000,51466.11492254993
Washington,2001,50166.52383964592
Washington,2002,49853.74865438759
Washington,2003,50017.23268032458
Washington,2004,52023.89139557032
Washington,2005,52052.713614327025
Washington,2006,53609.62558457024
Washington,2007,56108.145613516645
Washington,2008,55576.35782067503
Washington,2009,52448.11054923906
Washington,2010,51958.89938695828
Washington,2011,53483.75340153126
Washington,2012,55481.21521012567
Washington,2013,55199.12510977236
Washington,2014,57959.97992185795
Washington,2015,60764.76436948519
Washington,2016,62174.48432660298
Washington,2017,63515.29428830571
Washington,2018,66229.25162927048
Washington,2019,67926.98420840726
West Virginia,1980,27220.1101860266
West Virginia,1981,26496.96966575846
West Virginia,1982,25997.505279472814
West Virginia,1983,25795.211555506132
West Virginia,1984,26827.612795229903
West Virginia,1985,27281.267479521193
West Virginia,1986,27214.472725824977
West Virginia,1987,27876.074180597545
West Virginia,1988,28982.575927161295
West Virginia,1989,29751.28532314268
West Virginia,1990,30338.801227167616
West Virginia,1991,29844.58807951045
West Virginia,1992,31165.212096303687
West Virginia,1993,31115.537394184084
West Virginia,1994,31637.17361599487
West Virginia,1995,31735.318552768756
West Virginia,1996,32122.801772412353
West Virginia,1997,32536.921603469356
West Virginia,1998,33431.58541312557
West Virginia,1999,33854.50709623917
West Virginia,2000,34928.23327056499
West Virginia,2001,35869.998201319686
West Virginia,2002,36634.87709271673
West Virginia,2003,36103.38810990651
West Virginia,2004,36632.202779475905
West Virginia,2005,37433.12399007923
West Virginia,2006,38370.89850286191
West Virginia,2007,38899.01687726487
West Virginia,2008,39556.24861375838
West Virginia,2009,39786.444137484206
West Virginia,2010,39348.92915818838
West Virginia,2011,40854.475373963374
West Virginia,2012,40811.22586085892
West Virginia,2013,39939.69178403998
West Virginia,2014,40685.94429745446
West Virginia,2015,41805.094777576705
West Virginia,2016,41335.62704922262
West Virginia,2017,42309.7456807107
West Virginia,2018,43853.3382460894
West Virginia,2019,44385.453877714644
Wisconsin,1980,34109.654164500265
Wisconsin,1981,38926.37707182325
Wisconsin,1982,38883.293720008936
Wisconsin,1983,39450.0689533168
Wisconsin,1984,41458.46542736133
Wisconsin,1985,41018.29732546862
Wisconsin,1986,40537.10178511214
Wisconsin,1987,41002.077368389626
Wisconsin,1988,42414.657836002734
Wisconsin,1989,43901.74296613564
Wisconsin,1990,45867.73318965735
Wisconsin,1991,44913.58253553123
Wisconsin,1992,46389.383107480855
Wisconsin,1993,46615.789939207054
Wisconsin,1994,47799.61572220693
Wisconsin,1995,48320.976030998165
Wisconsin,1996,49656.53500516166
Wisconsin,1997,50833.44280448134
Wisconsin,1998,53028.76146525887
Wisconsin,1999,53951.503024016274
Wisconsin,2000,46367.96185614958
Wisconsin,2001,46595.76839914792
Wisconsin,2002,46939.89841531509
Wisconsin,2003,46673.32223135987
Wisconsin,2004,47524.5283399848
Wisconsin,2005,47628.46407269332
Wisconsin,2006,48323.47348233607
Wisconsin,2007,49252.75863542756
Wisconsin,2008,48675.5335847413
Wisconsin,2009,47687.66766412206
Wisconsin,2010,47478.70547266157
Wisconsin,2011,49291.3690383877
Wisconsin,2012,50012.77259564884
Wisconsin,2013,49358.082788969536
Wisconsin,2014,50578.54391580249
Wisconsin,2015,52856.66614268087
Wisconsin,2016,53033.76148125348
Wisconsin,2017,53545.93531360629
Wisconsin,2018,54964.53969191948
Wisconsin,2019,55831.15892833334
Wyoming,1980,39809.380498055914
Wyoming,1981,38904.97018222217
Wyoming,1982,36650.80536274955
Wyoming,1983,34810.61236916702
Wyoming,1984,35223.02422877576
Wyoming,1985,35897.80684324438
Wyoming,1986,34664.51935459306
Wyoming,1987,34208.461760555474
Wyoming,1988,34368.84272563765
Wyoming,1989,36426.65990450264
Wyoming,1990,37688.690548396386
Wyoming,1991,36992.368045124465
Wyoming,1992,37494.69338573377
Wyoming,1993,37863.03448624467
Wyoming,1994,38070.95913627786
Wyoming,1995,38387.62651407393
Wyoming,1996,38841.71061143627
Wyoming,1997,40337.33810251138
Wyoming,1998,42073.64010177456
Wyoming,1999,44192.61098173462
Wyoming,2000,46201.068206135606
Wyoming,2001,47148.938082627064
Wyoming,2002,47286.21944302329
Wyoming,2003,48547.75449064253
Wyoming,2004,50523.828080044215
Wyoming,2005,53673.725230403186
Wyoming,2006,58992.804524507665
Wyoming,2007,60336.88433052989
Wyoming,2008,62129.808363632124
Wyoming,2009,56211.204451197795
Wyoming,2010,55656.9002935825
Wyoming,2011,59839.59670930741
Wyoming,2012,62204.275832211075
Wyoming,2013,60451.88731255052
Wyoming,2014,63821.487355110476
Wyoming,2015,64092.702411694125
Wyoming,2016,60354.13495932545
Wyoming,2017,61436.786964457504
Wyoming,2018,64611.00231382014
Wyoming,2019,65232.34266609364
