GISJOIN,YEAR,STATE,STATEFP,STATENH,NAME,A08AA,A08AB,B57AA,B57AB,B57AC,B57AD,B57AE,B57AF,B57AG,B57AH,B57AI,B57AJ,B57AK,B57AL,B57AM,B57AN,B57AO,B57AP,B57AQ,B57AR,AE7AA,AE7AB,AE7AC,AE7AD,AE7AE,AE7AF,AE7AG,AE7AH,AE7AI,AE7AJ,AE7AK,AE7AL
"G200","1980","Kansas","20","200","KANSAS",1156941,1206738,180877,169015,175363,123780,93941,49149,46962,136677,202671,171947,249640,231429,119932,44208,61825,173411,99397,33455,2140042,125293,16957,16867,1864,,30004,1063,1003,672,29914,
"G210","1980","Kentucky","21","210","KENTUCKY",1789039,1871738,282731,289411,301745,208843,145596,72837,70178,203104,309338,276288,404520,354252,178333,64209,89564,248988,125804,35036,3359765,257078,4393,11241,1206,,20491,2211,208,582,3602,
"G220","1980","Louisiana","22","220","LOUISIANA",2039894,2166006,361533,345966,371795,251174,174983,88826,84875,246575,368732,312027,450219,393906,189278,69599,92133,254901,118843,30535,2841909,1224420,11947,24183,3742,,73401,14052,985,940,10321,
"G230","1980","Maine","23","230","MAINE",546235,578425,78514,84179,94277,64417,42995,20785,20187,57466,92242,86557,122725,112021,56566,20947,29864,82288,44531,14099,1108492,3299,4280,2867,391,,4485,82,85,206,473,
"G240","1980","Maryland","24","240","MARYLAND",2042810,2174165,272274,292916,356578,245762,159249,80108,78717,233566,371136,354443,527067,446488,222682,78069,102311,247209,115735,32665,3123621,949681,8748,65058,6671,,42521,7737,327,2891,9720,
"G250","1980","Massachusetts","25","250","MASSACHUSETTS",2730893,3006144,337215,374734,461332,317108,231131,115453,113319,324130,489175,446395,627300,584835,310995,115851,161533,422615,230008,73908,5305963,212608,8657,51723,16706,,72440,8421,541,892,59086,
"G260","1980","Michigan","26","260","MICHIGAN",4516189,4745889,685113,727120,801874,537879,363398,182845,180689,530896,806918,708369,1028999,930931,471411,165238,228140,556510,274095,81653,7805797,1188553,42981,60888,6233,,87481,8624,1938,1753,57830,
"G270","1980","Minnesota","27","270","MINNESOTA",1997826,2078144,307249,296295,333378,234886,164932,82283,78800,232483,363435,313104,449216,380250,189457,69869,100769,270148,156627,52789,3922153,51581,35846,31409,2866,,19872,744,884,817,9798,
"G280","1980","Mississippi","28","280","MISSISSIPPI",1213878,1306760,215279,219048,226276,153594,105284,51191,47670,134644,197129,172410,260505,231819,112768,44516,59148,179949,85899,23509,1603982,877406,6740,7371,961,,11650,9705,174,378,2271,
"G290","1980","Missouri","29","290","MISSOURI",2365487,2551199,354144,355426,382168,270745,190591,93478,89370,262594,398398,354339,540566,496552,254957,93460,131772,381060,205994,61072,4313494,510132,14344,23979,2884,,34918,3253,627,983,12072,
"G300","1980","Montana","30","300","MONTANA",392625,394065,64455,60238,62539,44663,29959,15151,14768,44099,71516,61409,88419,73677,36557,14325,20356,51528,24194,8837,734490,1699,37022,2937,439,,6411,39,678,160,2815,
"G310","1980","Nebraska","31","310","NEBRASKA",765894,803931,122946,118045,120907,85272,61977,31100,29747,87887,134794,114407,163774,150653,75104,27979,39549,114021,67919,23744,1476710,47466,8662,7840,885,,15510,480,484,350,11438,
"G320","1980","Nevada","32","320","NEVADA",405060,395433,56132,55689,61744,42234,27928,14761,14866,47815,75951,69197,105311,85410,42116,14994,20589,45998,16118,3640,666807,50555,13373,14561,1067,,36246,648,971,1045,15220,
"G330","1980","New Hampshire","33","330","NEW HAMPSHIRE",448462,472148,62512,67997,76763,50810,36966,17966,17178,48480,79468,77928,107028,90121,44749,16438,23239,61788,31529,9650,906217,4189,1329,3300,327,,4334,135,56,64,659,
"G340","1980","New Jersey","34","340","NEW JERSEY",3533012,3831811,463289,508447,605841,413284,257381,124854,122729,367245,574135,563758,879823,826558,430048,155560,212100,530707,256833,72231,5840229,906931,9247,106498,7822,,314604,17978,953,2885,157676,
"G350","1980","New Mexico","35","350","NEW MEXICO",642157,660737,114731,109615,114101,79460,52846,26024,25009,74395,115344,101303,144938,122043,58424,20192,28563,74732,32391,8783,690236,22298,103102,7118,3089,,300421,773,3648,610,171599,
"G360","1980","New York","36","360","NEW YORK",8339422,9218650,1135925,1184879,1406060,960999,637572,314719,307969,897258,1428376,1351839,2043219,1908113,979370,354865,486142,1292428,675356,192983,13211516,2298672,39434,322751,24798,,822128,107146,4553,8221,718853,
"G370","1980","North Carolina","37","370","NORTH CAROLINA",2855385,3026381,404076,447688,482228,323743,242579,125275,120396,333841,502579,461169,682634,601335,295910,108276,146856,387587,170391,45203,4430653,1305351,64258,22010,3455,,29917,13703,1702,1140,9577,
"G380","1980","North Dakota","38","380","NORTH DAKOTA",328426,324291,54752,49016,51043,36180,27797,14705,14218,40470,58470,45687,63646,59128,29218,11086,16856,47147,25158,8140,624452,2465,19834,2201,291,,1906,6,119,91,1352,
"G390","1980","Ohio","39","390","OHIO",5217137,5580493,787150,821480,886625,599065,408614,204093,202141,598685,907679,815697,1199823,1126607,581948,205715,282848,706554,354480,108426,9536632,1068217,14563,51100,7116,,70501,8525,991,2066,37919,
"G400","1980","Oklahoma","40","400","OKLAHOMA",1476705,1548585,233307,229573,230675,161329,117658,59643,57117,167482,252745,222829,337220,298730,150228,55505,75123,224733,117412,33981,2574866,202880,168217,19299,2197,,28197,1930,3007,466,24231,
"G410","1980","Oregon","41","410","OREGON",1296566,1336539,198046,189329,202503,133179,92689,46124,45697,146039,253530,227623,303796,243605,129919,48449,69241,184554,90351,28431,2459399,36798,28672,39303,2769,,36999,656,1797,1655,25057,
"G420","1980","Pennsylvania","42","420","PENNSYLVANIA",5682590,6181305,747458,805151,931891,638796,441814,221397,218843,619575,945051,847847,1274072,1296012,712074,263430,369551,944065,456908,129960,10588852,1035983,10486,68625,6370,,79564,9335,646,1889,62145,
"G440","1980","Rhode Island","44","440","RHODE ISLAND",451251,495903,56692,61465,74170,50524,39249,19617,19114,51500,76215,69820,98863,97804,55748,20736,28715,75562,39382,11978,888234,26559,2990,6323,4142,,12174,802,214,294,5422,
"G450","1980","South Carolina","45","450","SOUTH CAROLINA",1518013,1603807,238516,253643,266179,183628,133606,67365,64313,182060,273137,243604,350505,299183,149937,55272,73544,189527,77797,20004,2131918,935213,6449,12568,2005,,15907,12756,295,802,3907,
"G460","1980","South Dakota","46","460","SOUTH DAKOTA",340683,350085,58446,52871,54400,39889,28752,14559,13548,38446,56868,45959,66432,64968,33567,12782,18262,50515,30077,10427,637761,2106,45025,1823,238,,2079,46,547,94,1049,
"G470","1980","Tennessee","47","470","TENNESSEE",2216600,2374520,326088,349928,369940,252604,177649,88513,84813,250087,387987,356636,533841,465366,230307,84139,115634,323027,153118,41443,3814799,717783,6823,14823,2866,,23169,7025,212,429,3191,
"G480","1980","Texas","48","480","TEXAS",6998723,7230468,1169061,1169889,1179988,787168,565187,288527,278789,853042,1302054,1124483,1603231,1361666,643396,227338,304211,847265,411874,112022,9370023,1688947,43632,128109,15897,,1933031,15794,7180,6319,1020259,
"G490","1980","Utah","49","490","UTAH",724501,736536,189962,146187,125681,78275,60628,28716,31158,95802,135087,105688,142806,112866,52701,19502,26758,67820,32548,8852,1351222,9425,19045,19602,1698,,32775,266,1058,622,25324,
"G500","1980","Vermont","50","500","VERMONT",249080,262376,35998,37855,42650,28815,22472,10665,10512,27460,44845,42325,57394,47774,23502,8600,12423,33773,18386,6007,504201,1083,1054,1591,150,,2851,105,14,49,358,
"G510","1980","Virginia","51","510","VIRGINIA",2618310,2728508,360686,387524,431051,295073,210601,109646,108248,313074,477912,449952,662885,545907,267889,95514,125552,318296,145877,41131,4185342,998287,9583,66482,7402,,51003,10378,486,4087,13768,
"G530","1980","Washington","53","530","WASHINGTON",2052307,2079849,306123,296011,321995,215231,153792,79452,79060,242030,389997,354645,487214,392021,203986,75410,103627,263347,126739,41476,3734289,104085,61153,105438,5905,,56701,1519,2655,6169,54242,
"G540","1980","West Virginia","54","540","WEST VIRGINIA",945408,1004236,145583,152802,157489,103762,70442,35408,35170,102110,160954,144649,207419,198112,105219,38408,54249,147298,71161,19409,1863261,64528,2269,5547,921,,11357,513,88,355,805,
"G550","1980","Wisconsin","55","550","WISCONSIN",2305427,2400340,346940,344804,392247,273829,192783,95169,92035,262822,401915,348115,501973,452945,229046,83896,123051,330415,178145,55637,4407822,181567,29848,21423,2325,,38266,1602,940,620,21354,
"G560","1980","Wyoming","56","560","WYOMING",240560,228997,44845,39297,37124,24287,18292,9804,9746,31118,49335,39400,52995,41605,18930,6578,9026,22867,10835,3473,431503,3186,7892,1953,488,,14986,84,374,91,9000,
"G010","1990","Alabama","01","010","Alabama",1936162,2104425,283295,293587,299413,182493,137933,67624,62666,175112,319562,328918,583587,419421,183677,71033,109277,301218,173264,48507,2960167,1017713,16221,21217,640,,15630,2992,285,580,5142,
"G020","1990","Alaska","02","020","Alaska",289867,260176,54897,51736,43179,22532,14619,8315,8050,24863,53341,59624,103097,53929,16595,5689,7208,15548,5570,1251,406722,21799,84594,18730,395,,8770,652,1104,998,6279,
"G040","1990","Arizona","04","040","Arizona",1810691,1854537,292859,281733,258364,148163,112759,59304,55863,164754,318048,316851,528708,349516,146658,59996,92878,290044,151013,37717,2626185,104809,190091,51530,4275,,337001,5715,13436,3676,328510,
"G050","1990","Arkansas","05","050","Arkansas",1133076,1217649,164667,175051,176097,105316,74306,35573,33349,93828,179036,180009,326703,243337,105811,41795,65789,195961,118881,35216,1933082,372762,12393,12144,468,,11662,1150,380,386,6298,
"G060","1990","California","06","060","California",14897627,14862394,2397715,2223982,1977343,1151685,901463,509737,495714,1505343,2854057,2832314,4639321,2902569,1133907,443446,655873,1857221,979224,299107,17029126,2092446,184065,2710353,56093,,3495201,116355,58099,135306,3882977,
"G080","1990","Colorado","08","080","Colorado",1631295,1663099,252893,253197,227289,127887,97075,51122,48916,138412,289598,322251,568087,336671,130193,49657,71703,194527,101963,32953,2658945,128057,22068,56773,4249,,246529,5089,5708,3089,163887,
"G090","1990","Connecticut","09","090","Connecticut",1592873,1694243,228356,209005,194372,117848,93732,51542,49900,150259,287691,296191,510996,356042,147022,59475,88778,256237,142677,46993,2754184,260840,5950,49114,3912,,105169,13429,704,1584,92230,
"G100","1990","Delaware","10","100","Delaware",322968,343200,48824,46949,43055,24513,21793,11793,11056,31591,59286,59829,98866,68114,29861,11980,17923,49596,23997,7142,528092,111011,1938,8854,453,,7002,1449,81,203,7085,
"G110","1990","District Of Columbia","11","110","District of Columbia",282970,323930,37351,31997,29318,18426,22851,12440,11572,35695,63129,58147,95196,62031,25441,10409,15050,44553,25447,7847,166131,395213,1252,10734,860,,13536,4391,214,480,14089,
"G120","1990","Florida","12","120","Florida",6261719,6676207,849596,814118,748355,454168,345111,177644,169269,523633,1052106,1064138,1811156,1291611,588552,257504,421534,1369652,789669,210110,9475326,1701103,32910,146159,8285,,1273959,58431,3425,8143,230185,
"G130","1990","Georgia","13","130","Georgia",3144503,3333713,495535,483952,466614,281202,215950,109209,103347,310078,589952,584944,1015698,668951,259735,96499,142280,388051,208975,57244,4543425,1737165,12621,73725,2358,,56723,9400,727,2056,40016,
"G150","1990","Hawaii","15","150","Hawaii",563891,544338,83223,80907,73896,42100,30391,18158,18013,54623,100178,100518,178339,108775,45375,19275,29453,78653,35955,10397,347644,25916,4001,646404,2874,,21972,1279,1098,38832,18209,
"G160","1990","Idaho","16","160","Idaho",500956,505793,80193,90043,90186,47983,32455,14609,13491,37692,72067,80733,149168,98907,39407,15287,23263,69755,40112,11398,928661,3211,12418,9053,479,,21790,159,1362,312,29304,
"G170","1990","Illinois","17","170","Illinois",5552233,5878369,848141,836619,796468,465138,352863,179108,169099,511880,984090,1009095,1700144,1166727,485581,195755,293349,821940,467056,147549,8550208,1673703,18213,275568,8464,,402770,20570,3623,9743,467740,
"G180","1990","Indiana","18","180","Indiana",2688281,2855878,398656,410463,406513,240332,187247,92617,86806,238212,448076,467033,819161,570791,239692,96812,145552,402041,222404,71751,4965242,428612,11999,36618,2900,,55458,3480,721,999,38130,
"G190","1990","Iowa","19","190","Iowa",1344802,1431953,193203,209338,204217,112122,87294,44005,41228,111186,206616,222003,395321,274428,122335,50049,77304,226961,143890,55255,2663840,47493,6765,24926,1084,,19250,597,584,550,11666,
"G200","1990","Kansas","20","200","Kansas",1214645,1262929,188390,195981,179473,97770,74406,39311,36994,103782,201424,211749,361326,235388,103821,41529,63659,184664,115666,42241,2190524,140761,20363,30814,1442,,41462,2315,1602,936,47355,
"G210","1990","Kentucky","21","210","Kentucky",1785235,1900061,250871,265457,275287,162479,122682,59496,56482,161329,301293,308826,549063,382366,162821,63785,96214,268226,152252,46367,3378022,261360,5518,17201,1211,,13810,1547,251,611,5765,
"G220","1990","Louisiana","22","220","Louisiana",2031386,2188587,334650,358365,342455,191799,140341,69669,65667,188834,345375,358547,605936,406440,171927,67728,103249,275008,150350,43633,2776022,1291470,17539,39302,2596,,63116,7811,1002,1797,19318,
"G230","1990","Maine","23","230","Maine",597850,630078,85722,88506,84579,50195,37732,18500,17334,50206,98773,106462,193345,124751,54216,21622,32612,91600,53547,18226,1203357,4937,5898,6505,402,,5003,201,100,178,1347,
"G240","1990","Maryland","24","240","Maryland",2318671,2462797,357818,332373,297164,174886,135764,72647,71101,225861,449196,450902,777006,521801,202170,79094,116203,314491,156495,46496,3326109,1177823,12143,136619,3672,,67855,12076,829,3100,41242,
"G250","1990","Massachusetts","25","250","Massachusetts",2888745,3127680,412473,378035,348093,214474,195460,106668,103331,303640,556920,544441,918456,600095,253458,103605,157992,459881,267194,92209,5280292,274464,10545,140338,23237,,125082,25666,1696,3054,132051,
"G260","1990","Michigan","26","260","Michigan",4512781,4782516,702554,692247,666370,397594,299209,150757,143173,411388,764262,810291,1406149,948119,392787,160021,241915,655838,345716,106907,7649951,1282744,52571,102506,5929,,106135,8962,3067,2477,80955,
"G270","1990","Minnesota","27","270","Minnesota",2145183,2229916,336800,345840,313297,170846,126763,66046,62546,187454,381759,397984,666084,428460,173066,68308,102912,294522,183577,68835,4101266,93040,48251,76229,2429,,29129,1904,1658,1657,19536,
"G280","1990","Mississippi","28","280","Mississippi",1230617,1342599,195365,211918,213305,126173,96706,45141,41320,110179,197740,202280,349564,247745,107784,42033,64679,180149,108800,32335,1624198,911891,8316,12543,337,,9263,3166,209,473,2820,
"G290","1990","Missouri","29","290","Missouri",2464315,2652758,369244,378850,360481,206251,156566,77802,71767,211056,420001,432041,734771,523177,228556,90491,138338,394202,242262,81217,4448465,545527,18873,40087,2419,,37763,2681,962,1190,19106,
"G300","1990","Montana","30","300","Montana",395769,403296,59257,65377,62899,34571,22242,10461,9802,27506,56111,66959,126756,82306,34005,13894,20422,60884,34937,10676,733878,2242,46475,4123,173,,7233,139,1204,136,3462,
"G310","1990","Nebraska","31","310","Nebraska",769439,808946,119606,126401,117383,65622,47238,23257,21988,63404,125218,131990,228812,149389,67281,26976,40752,117643,76223,29202,1460095,56711,11719,12026,865,,20463,693,691,396,14726,
"G320","1990","Nevada","32","320","Nevada",611880,589953,92217,85562,76008,43161,30999,16864,16948,54134,110583,111444,192265,136000,54681,21466,31870,85785,34383,7463,946357,76503,17480,35897,1177,,66338,2268,2157,2230,51426,
"G330","1990","New Hampshire","33","330","New Hampshire",543544,565708,84565,80641,71725,41824,34640,17759,17190,48013,98662,106161,182632,112215,44703,17518,25975,71471,40272,13286,1079484,6749,2042,9197,447,,7949,449,92,146,2697,
"G340","1990","New Jersey","34","340","New Jersey",3735685,3994503,532637,493044,480983,292798,212590,113489,109090,344015,668917,691734,1196659,843009,355677,145713,217808,610192,326286,95547,5718966,984845,12490,264341,9685,,411499,51980,2480,8180,265722,
"G350","1990","New Mexico","35","350","New Mexico",745253,769816,125878,131059,121632,68172,45766,22402,21176,62480,126083,130666,227717,147448,62038,24205,35285,97607,51223,14232,764164,27642,128068,12587,3384,,381864,2568,6287,1537,186968,
"G360","1990","New York","36","360","New York",8625673,9364782,1255764,1178006,1140177,685602,544525,294541,279689,834669,1564617,1573571,2724685,1913920,811857,335402,489708,1348279,767270,248173,12460189,2569126,50540,666843,29731,,925066,289929,12111,26917,960003,
"G370","1990","North Carolina","37","370","North Carolina",3214290,3414347,458955,439621,436840,270733,227097,121249,115375,317332,572875,571000,1007611,698705,295739,116081,175083,483105,251267,69969,4971127,1449142,78930,50593,2119,,37364,7181,1225,1573,29383,
"G380","1990","North Dakota","38","380","North Dakota",318201,320599,47845,52032,48820,26688,19980,10770,9963,27140,50154,53861,90020,57084,26268,10975,16145,47541,32274,11240,601592,3451,25590,3345,157,,2550,73,327,117,1598,
"G390","1990","Ohio","39","390","Ohio",5226340,5620775,785149,795135,766822,452638,341281,170140,161619,463378,868564,926624,1615855,1113443,482526,196535,300445,828028,440903,138030,9444622,1147440,19137,89195,7025,,77134,7386,1221,1984,51971,
"G400","1990","Oklahoma","40","400","Oklahoma",1530819,1614766,226523,244122,231892,134470,98623,49492,45988,127286,248609,260710,452241,322975,141214,54286,82941,235135,143230,45848,2547588,231462,246631,32366,1378,,35924,2339,5789,1197,40911,
"G410","1990","Oregon","41","410","Oregon",1397073,1445248,201421,209775,201365,111569,78386,40941,38492,109709,211981,239563,474851,296595,116011,46467,73871,224438,128071,38815,2579732,44982,35749,67422,1729,,57055,1196,2747,1847,49862,
"G420","1990","Pennsylvania","42","420","Pennsylvania",5694265,6187378,797058,788301,755161,454290,363768,187448,179959,495600,920217,992239,1744867,1213845,552378,236135,371271,1070021,587249,171836,10422058,1072459,13505,134056,7303,,98143,17336,1228,3382,112173,
"G440","1990","Rhode Island","44","440","Rhode Island",481496,521968,66969,63731,59406,35584,35278,19652,17538,47890,85852,87772,147617,96425,42077,18287,28839,85616,48915,16016,896109,34283,3629,17584,6107,,21266,4578,442,741,18725,
"G450","1990","South Carolina","45","450","South Carolina",1688510,1798193,256337,256076,253719,154075,123559,61955,58644,162368,296764,294584,523295,355610,148762,56803,87217,246305,119881,30749,2390056,1035947,8004,21304,841,,16918,3937,242,1078,8376,
"G460","1990","South Dakota","46","460","South Dakota",342498,353506,54504,58795,55437,29726,20845,10169,9661,27438,53143,56270,95216,62669,29218,12176,18406,54471,34517,13343,634788,3176,49648,3013,127,,2727,82,927,110,1406,
"G470","1990","Tennessee","47","470","Tennessee",2348928,2528257,333415,337368,339098,206723,159843,79105,73731,214976,402977,409344,740988,526210,220952,85467,128170,357423,202601,58794,4027631,774925,9685,30938,1265,,20437,3110,354,901,7939,
"G480","1990","Texas","48","480","Texas",8365963,8620547,1390054,1396173,1294353,755259,556432,280266,264658,789488,1532740,1553431,2539025,1628634,661590,255420,372411,998239,551732,166605,10291680,1976360,52803,303825,21937,,2483082,45272,13074,15634,1782843,
"G490","1990","Utah","49","490","Utah",855759,867091,169633,183674,183846,90291,62164,28081,27946,81795,137321,137577,224672,138481,54930,21224,31257,88187,48160,13611,1571254,10868,22748,32490,893,,44591,708,1535,881,36882,
"G500","1990","Vermont","50","500","Vermont",275492,287266,41261,41789,37990,22043,19656,10015,9716,23779,45261,49996,92432,57389,22787,9036,13445,37072,21568,7523,552184,1868,1651,3159,235,,2904,83,45,56,573,
"G510","1990","Virginia","51","510","Virginia",3033974,3153384,443155,424361,398531,238691,199865,108240,104937,306689,574241,566447,991756,663332,257207,99166,146270,400622,204139,59709,4701650,1153133,14347,154183,3757,,90089,9861,935,4870,54533,
"G530","1990","Washington","53","530","Washington",2413747,2452945,366780,371093,337662,185852,136859,73950,70956,206774,411822,443366,803763,501543,191602,75747,113635,336034,182953,56301,4221622,146000,76397,203668,4435,,87315,3801,5086,7290,111078,
"G540","1990","West Virginia","54","540","West Virginia",861536,931941,106659,119874,134813,82231,59824,27439,25302,67426,122144,139559,271104,191318,85265,35697,55925,155743,87703,25451,1718896,55986,2363,7252,491,,6627,309,95,207,1251,
"G550","1990","Wisconsin","55","550","Wisconsin",2392935,2498834,360730,376303,353587,198362,148927,76463,73120,213816,401345,420870,724617,478882,204647,83496,125383,358419,218509,74293,4464677,241697,37769,52284,2148,,47846,2842,1618,1299,39589,
"G560","1990","Wyoming","56","560","Wyoming",227007,226581,34780,40617,38917,21211,13596,6429,5678,15683,33268,41028,74199,45497,17893,7254,10343,27759,14886,4550,412711,3426,8857,2622,221,,14350,180,622,184,10415,
"G010","2000","Alabama","01","010","Alabama",2146504,2300596,295992,315345,320252,191833,132747,66614,63146,177105,301196,301819,685512,600209,225450,78966,111116,316748,195749,67301,3125819,1150076,21618,32048,2623,39086,36989,5854,812,707,26375,5093
"G020","2000","Alaska","02","020","Alaska",324112,302820,47591,53771,56661,32694,17400,8341,7927,23624,42987,46486,114049,94952,27423,7726,9601,22507,10558,2634,423788,21073,96505,27922,1338,30454,10746,714,1538,503,8659,3692
"G040","2000","Arizona","04","040","Arizona",2561057,2569575,382386,389869,378211,216481,151241,76165,71929,214766,374106,368559,768804,627904,238675,84016,119681,363841,235473,68525,3274258,149941,233370,94954,6120,76372,599353,8932,22509,4015,590654,70154
"G050","2000","Arkansas","05","050","Arkansas",1304693,1368707,181585,187224,192935,118625,80140,39532,37020,105046,176674,176171,398127,349519,139393,48821,68569,198334,129193,46492,2100135,416615,16702,21386,1332,30364,38463,2335,1106,502,39080,5380
"G060","2000","California","06","060","California",16874892,16996756,2486981,2725880,2570822,1466146,984742,490829,470556,1419903,2543541,2685521,5485341,4331635,1467252,488645,658196,1887823,1282178,425657,15816790,2181926,178984,3752596,71681,903115,4353269,81956,154362,61878,5610560,704531
"G080","2000","Colorado","08","080","Colorado",2165983,2135278,297505,308428,311497,183365,123873,62281,60239,183718,331795,332232,736823,614125,194722,61959,82626,226310,141547,48216,3202880,158443,28982,97122,5512,72721,357125,6620,15259,2712,304419,49466
"G090","2000","Connecticut","09","090","Connecticut",1649319,1756246,223344,244144,241587,132613,84014,40402,38804,108365,201467,250173,581049,480807,176961,56131,75521,231565,174345,64273,2638845,295571,7267,82522,8141,52896,141510,14272,2372,1157,139060,21952
"G100","2000","Delaware","10","100","Delaware",380541,403059,51531,55813,55274,31969,23663,11681,10917,29067,51219,57621,127601,103999,39320,13481,18718,56415,34762,10549,567973,148435,2324,16344,1025,10222,16800,2231,407,198,14830,2811
"G110","2000","District Of Columbia","11","110","District of Columbia",269366,302693,32536,35385,30018,17053,20814,11024,10314,30485,52849,48913,87677,75310,27803,9536,12444,35919,25004,8975,159178,340088,1274,15312,1670,9584,16923,3224,439,225,20280,3862
"G120","2000","Florida","12","120","Florida",7797715,8184663,945823,1031718,1057024,611775,402292,197368,184910,546032,995358,1088742,2485247,2069479,821517,299287,438209,1452176,1024134,331287,10458509,2264268,42358,268580,28994,236954,2006520,71237,11183,6301,448113,139361
"G130","2000","Georgia","13","130","Georgia",4027113,4159340,595150,615584,607759,350741,245536,125148,117767,349281,641750,657506,1353508,1079992,375651,122259,163546,435695,261723,87857,5128661,2331465,17670,174791,11275,87364,198620,18077,4067,2625,185014,26824
"G150","2000","Hawaii","15","150","Hawaii",608671,602866,78163,84980,83106,49518,31484,16957,17015,49437,84000,87159,191177,170979,60561,19566,26834,85262,57775,17564,277091,20829,2539,602590,2089,218700,17011,1174,996,14817,13058,40643
"G160","2000","Idaho","16","160","Idaho",648660,645293,97643,100756,104608,66023,44835,19868,19396,54730,85128,84305,192968,170248,60024,20324,27181,75970,51889,18057,1139291,4889,15789,12841,1192,18261,38013,567,1856,356,53550,7348
"G170","2000","Illinois","17","170","Illinois",6080336,6338957,876549,929858,905097,533947,360055,179332,167603,503908,891759,919915,1983870,1626742,577747,195386,267500,772247,535747,192031,8424140,1856152,18232,423032,13479,153996,701331,20723,12774,5181,709233,81020
"G180","2000","Indiana","18","180","Indiana",2982474,3098011,423215,443273,443416,264492,188990,95673,89190,240868,409035,422090,960703,816865,294169,99818,135857,395393,265880,91558,5219373,505462,13654,59997,6348,61115,100649,4572,2161,1134,91463,14557
"G190","2000","Iowa","19","190","Iowa",1435515,1490809,188413,202603,210547,132075,94345,47185,43184,113294,177259,185801,445199,392794,139052,48874,69486,211935,159160,65118,2710344,60744,7955,37233,2103,25472,38296,1109,1034,411,35317,6306
"G200","2000","Kansas","20","200","Kansas",1328474,1359944,188708,195574,204018,124693,85425,42487,39085,108595,172975,175878,420351,354147,121645,41252,57356,175916,128543,51770,2233997,151407,22322,47455,2477,42508,79947,2791,2614,664,88248,13988
"G210","2000","Kentucky","21","210","Kentucky",1975368,2066401,265901,279258,279481,170178,118826,60868,57540,164624,281134,286974,642665,556932,204483,71143,96969,273943,172589,58261,3608013,293639,7939,30643,3846,37750,32876,2355,677,561,18777,4693
"G220","2000","Louisiana","22","220","Louisiana",2162903,2306073,317392,336780,347912,217715,148230,71946,67101,186524,296161,305001,691966,586271,208761,71817,98470,282925,175328,58676,2794391,1443390,24129,55332,4736,39260,61770,8554,1348,666,26395,9005
"G230","2000","Maine","23","230","Maine",620309,654614,70726,83022,92252,55238,34247,15330,14805,39521,71951,85666,212980,192596,68490,22367,32330,96196,63890,23316,1230297,6440,6911,9348,836,11731,5717,320,187,145,2075,916
"G240","2000","Maryland","24","240","Maryland",2557794,2738692,353393,391318,392135,219326,136793,66616,62571,184942,342870,405651,916156,755032,268647,86667,115062,321285,211120,66902,3286547,1464735,13312,211651,9379,82946,104761,12676,2111,1581,86146,20641
"G250","2000","Massachusetts","25","250","Massachusetts",3058816,3290281,397268,430861,431247,240688,175049,86049,81961,236269,434024,492764,1062995,873353,310002,99290,137115,427830,315640,116692,5198359,318329,11264,238492,43586,110338,168927,25125,3751,2121,193138,35667
"G260","2000","Michigan","26","260","Michigan",4873095,5065349,672005,745181,747012,431569,288298,140244,134087,369508,654629,707542,1598373,1367939,485895,159433,217711,642880,433678,142460,7806691,1402047,53421,177456,11465,163487,159362,10695,5058,1746,118087,28929
"G270","2000","Minnesota","27","270","Minnesota",2435631,2483848,329594,355894,374995,226411,147951,70334,65906,186243,319826,353312,824182,665696,226857,75503,102509,295825,212840,85601,4337143,168813,52009,142797,5031,70304,63139,2918,2958,1150,60779,12438
"G280","2000","Mississippi","28","280","Mississippi",1373554,1471104,204364,216920,218742,135161,98027,47999,44153,120795,192526,189272,425372,361981,132202,47422,66199,185710,114922,42891,1727908,1028473,11224,18918,1294,17272,18191,5336,428,375,12490,2749
"G290","2000","Missouri","29","290","Missouri",2720177,2875034,369898,398898,412080,246816,166480,81184,76006,212308,362305,376428,887569,742462,279073,95840,132485,393226,263582,98571,4686474,625667,23302,63980,5291,71905,61609,3724,1774,793,40536,10156
"G300","2000","Montana","30","300","Montana",449480,452715,54869,61963,69298,43932,27378,12889,12143,33347,51104,52175,141941,135088,47174,15906,22039,62519,43093,15337,807823,2534,54426,4994,569,13768,9406,158,1642,167,4746,1962
"G310","2000","Nebraska","31","310","Nebraska",843351,867912,117048,123445,128934,80815,54094,26068,24849,69414,112049,111224,263834,225754,77584,26258,37698,115699,82543,33953,1494494,67537,13460,22324,1327,17696,38767,1004,1436,443,46518,6257
"G320","2000","Nevada","32","320","Nevada",1018051,980206,145817,149322,139193,77467,49702,25378,25027,79601,148726,157885,321961,269050,105057,35967,49175,131775,70165,16989,1303001,131509,21397,96362,2787,49231,198885,3968,5023,2330,156567,27197
"G330","2000","New Hampshire","33","330","New Hampshire",607687,628099,75685,88537,93255,52085,34603,15858,15053,37855,71355,88706,221179,183986,62664,19860,27135,78327,51412,18231,1175252,8354,2698,16133,1254,11606,11599,681,266,169,6166,1608
"G340","2000","New Jersey","34","340","New Jersey",4082813,4331537,563785,604529,590577,328667,196549,96770,94284,289025,544917,644123,1435106,1158898,423338,139928,190718,574669,402468,135999,5557209,1096171,11338,479187,19565,133689,547496,45650,8154,4418,431407,80066
